id,url,image_url,photographer,description,url_slug,rich_annotation,text_surrogate,vision_labels,super_surrogate,processed_text
167699,https://www.pexels.com/photo/green-pine-trees-covered-with-fogs-under-white-sky-during-daytime-167699/,https://images.pexels.com/photos/167699/pexels-photo-167699.jpeg?auto=compress&cs=tinysrgb&h=350,Lum3n,mountains,green pine trees covered with fogs under white sky during daytime 167699,mountains Lum3n green pine trees covered with fogs under white sky during daytime 167699,mountains lum3n green pine trees covered with fogs under white sky during daytime 167699 https://images.pexels.com/photos/167699/pexels-photo-167699.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/green-pine-trees-covered-with-fogs-under-white-sky-during-daytime-167699/,,mountains lum3n green pine trees covered with fogs under white sky during daytime 167699,mountain lumn green pine tree cover fog white sky daytim
346529,https://www.pexels.com/photo/calm-body-of-lake-between-mountains-346529/,https://images.pexels.com/photos/346529/pexels-photo-346529.jpeg?auto=compress&cs=tinysrgb&h=350,Bri Schneiter,mountains,calm body of lake between mountains 346529,mountains Bri Schneiter calm body of lake between mountains 346529,mountains bri schneiter calm body of lake between mountains 346529 https://images.pexels.com/photos/346529/pexels-photo-346529.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/calm-body-of-lake-between-mountains-346529/,,mountains bri schneiter calm body of lake between mountains 346529,mountain bri schneiter calm bodi lake mountain
326235,https://www.pexels.com/photo/scenic-view-of-mountains-against-sky-326235/,https://images.pexels.com/photos/326235/pexels-photo-326235.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,mountains,scenic view of mountains against sky 326235,mountains Pixabay scenic view of mountains against sky 326235,mountains pixabay scenic view of mountains against sky 326235 https://images.pexels.com/photos/326235/pexels-photo-326235.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/scenic-view-of-mountains-against-sky-326235/,,mountains pixabay scenic view of mountains against sky 326235,mountain pixabay scenic view mountain sky
789380,https://www.pexels.com/photo/assorted-color-wooden-house-on-mountain-789380/,https://images.pexels.com/photos/789380/pexels-photo-789380.jpeg?auto=compress&cs=tinysrgb&h=350,Riccardo,mountains,assorted color wooden house on mountain 789380,mountains Riccardo assorted color wooden house on mountain 789380,mountains riccardo assorted color wooden house on mountain 789380 https://images.pexels.com/photos/789380/pexels-photo-789380.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/assorted-color-wooden-house-on-mountain-789380/,,mountains riccardo assorted color wooden house on mountain 789380,mountain riccardo assort color wooden hous mountain
443446,https://www.pexels.com/photo/lake-and-mountain-under-white-sky-443446/,https://images.pexels.com/photos/443446/pexels-photo-443446.jpeg?auto=compress&cs=tinysrgb&h=350,eberhard grossgasteiger,mountains,lake and mountain under white sky 443446,mountains eberhard grossgasteiger lake and mountain under white sky 443446,mountains eberhard grossgasteiger lake and mountain under white sky 443446 https://images.pexels.com/photos/443446/pexels-photo-443446.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/lake-and-mountain-under-white-sky-443446/,,mountains eberhard grossgasteiger lake and mountain under white sky 443446,mountain eberhard grossgasteig lake mountain white sky
355770,https://www.pexels.com/photo/mountain-covered-with-snow-digital-wallpaper-355770/,https://images.pexels.com/photos/355770/pexels-photo-355770.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,mountains,mountain covered with snow digital wallpaper 355770,mountains Pixabay mountain covered with snow digital wallpaper 355770,mountains pixabay mountain covered with snow digital wallpaper 355770 https://images.pexels.com/photos/355770/pexels-photo-355770.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/mountain-covered-with-snow-digital-wallpaper-355770/,,mountains pixabay mountain covered with snow digital wallpaper 355770,mountain pixabay mountain cover snow digit wallpap
1699025,https://www.pexels.com/photo/rocky-mountains-surrounded-by-clouds-1699025/,https://images.pexels.com/photos/1699025/pexels-photo-1699025.jpeg?auto=compress&cs=tinysrgb&h=350,eberhard grossgasteiger,mountains,rocky mountains surrounded by clouds 1699025,mountains eberhard grossgasteiger rocky mountains surrounded by clouds 1699025,mountains eberhard grossgasteiger rocky mountains surrounded by clouds 1699025 https://images.pexels.com/photos/1699025/pexels-photo-1699025.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/rocky-mountains-surrounded-by-clouds-1699025/,,mountains eberhard grossgasteiger rocky mountains surrounded by clouds 1699025,mountain eberhard grossgasteig rocki mountain surround cloud
675764,https://www.pexels.com/photo/brown-canoe-in-the-body-of-water-near-mountain-675764/,https://images.pexels.com/photos/675764/pexels-photo-675764.jpeg?auto=compress&cs=tinysrgb&h=350,Tobi,mountains,brown canoe in the body of water near mountain 675764,mountains Tobi brown canoe in the body of water near mountain 675764,mountains tobi brown canoe in the body of water near mountain 675764 https://images.pexels.com/photos/675764/pexels-photo-675764.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/brown-canoe-in-the-body-of-water-near-mountain-675764/,,mountains tobi brown canoe in the body of water near mountain 675764,mountain tobi brown cano bodi water near mountain
572897,https://www.pexels.com/photo/mountain-covered-snow-under-star-572897/,https://images.pexels.com/photos/572897/pexels-photo-572897.jpeg?auto=compress&cs=tinysrgb&h=350,eberhard grossgasteiger,mountains,mountain covered snow under star 572897,mountains eberhard grossgasteiger mountain covered snow under star 572897,mountains eberhard grossgasteiger mountain covered snow under star 572897 https://images.pexels.com/photos/572897/pexels-photo-572897.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/mountain-covered-snow-under-star-572897/,,mountains eberhard grossgasteiger mountain covered snow under star 572897,mountain eberhard grossgasteig mountain cover snow star
1303431,https://www.pexels.com/photo/closeup-photo-of-mountain-peak-1303431/,https://images.pexels.com/photos/1303431/pexels-photo-1303431.jpeg?auto=compress&cs=tinysrgb&h=350,eberhard grossgasteiger,mountains,closeup photo of mountain peak 1303431,mountains eberhard grossgasteiger closeup photo of mountain peak 1303431,mountains eberhard grossgasteiger closeup photo of mountain peak 1303431 https://images.pexels.com/photos/1303431/pexels-photo-1303431.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/closeup-photo-of-mountain-peak-1303431/,,mountains eberhard grossgasteiger closeup photo of mountain peak 1303431,mountain eberhard grossgasteig closeup photo mountain peak
206359,https://www.pexels.com/photo/dock-under-cloudy-sky-in-front-of-mountain-206359/,https://images.pexels.com/photos/206359/pexels-photo-206359.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,mountains,dock under cloudy sky in front of mountain 206359,mountains Pixabay dock under cloudy sky in front of mountain 206359,mountains pixabay dock under cloudy sky in front of mountain 206359 https://images.pexels.com/photos/206359/pexels-photo-206359.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/dock-under-cloudy-sky-in-front-of-mountain-206359/,,mountains pixabay dock under cloudy sky in front of mountain 206359,mountain pixabay dock cloudi sky front mountain
629161,https://www.pexels.com/photo/lake-surrounded-with-mountain-629161/,https://images.pexels.com/photos/629161/pexels-photo-629161.jpeg?auto=compress&cs=tinysrgb&h=350,eberhard grossgasteiger,mountains,lake surrounded with mountain 629161,mountains eberhard grossgasteiger lake surrounded with mountain 629161,mountains eberhard grossgasteiger lake surrounded with mountain 629161 https://images.pexels.com/photos/629161/pexels-photo-629161.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/lake-surrounded-with-mountain-629161/,,mountains eberhard grossgasteiger lake surrounded with mountain 629161,mountain eberhard grossgasteig lake surround mountain
910307,https://www.pexels.com/photo/lake-surrounded-with-mountains-910307/,https://images.pexels.com/photos/910307/pexels-photo-910307.jpeg?auto=compress&cs=tinysrgb&h=350,vishal amin,mountains,lake surrounded with mountains 910307,mountains vishal amin lake surrounded with mountains 910307,mountains vishal amin lake surrounded with mountains 910307 https://images.pexels.com/photos/910307/pexels-photo-910307.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/lake-surrounded-with-mountains-910307/,,mountains vishal amin lake surrounded with mountains 910307,mountain vishal amin lake surround mountain
547115,https://www.pexels.com/photo/gray-rock-mountain-547115/,https://images.pexels.com/photos/547115/pexels-photo-547115.jpeg?auto=compress&cs=tinysrgb&h=350,Krivec Ales,mountains,gray rock mountain 547115,mountains Krivec Ales gray rock mountain 547115,mountains krivec ales gray rock mountain 547115 https://images.pexels.com/photos/547115/pexels-photo-547115.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/gray-rock-mountain-547115/,,mountains krivec ales gray rock mountain 547115,mountain krivec ale gray rock mountain
1261728,https://www.pexels.com/photo/scenic-view-of-mountains-during-dawn-1261728/,https://images.pexels.com/photos/1261728/pexels-photo-1261728.jpeg?auto=compress&cs=tinysrgb&h=350,Stephan Seeber,mountains,scenic view of mountains during dawn 1261728,mountains Stephan Seeber scenic view of mountains during dawn 1261728,mountains stephan seeber scenic view of mountains during dawn 1261728 https://images.pexels.com/photos/1261728/pexels-photo-1261728.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/scenic-view-of-mountains-during-dawn-1261728/,,mountains stephan seeber scenic view of mountains during dawn 1261728,mountain stephan seeber scenic view mountain dawn
1266810,https://www.pexels.com/photo/scenic-view-of-mountains-during-dawn-1266810/,https://images.pexels.com/photos/1266810/pexels-photo-1266810.jpeg?auto=compress&cs=tinysrgb&h=350,Simon Berger,mountains,scenic view of mountains during dawn 1266810,mountains Simon Berger scenic view of mountains during dawn 1266810,mountains simon berger scenic view of mountains during dawn 1266810 https://images.pexels.com/photos/1266810/pexels-photo-1266810.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/scenic-view-of-mountains-during-dawn-1266810/,,mountains simon berger scenic view of mountains during dawn 1266810,mountain simon berger scenic view mountain dawn
270756,https://www.pexels.com/photo/mountains-and-trees-270756/,https://images.pexels.com/photos/270756/pexels-photo-270756.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,mountains,mountains and trees 270756,mountains Pixabay mountains and trees 270756,mountains pixabay mountains and trees 270756 https://images.pexels.com/photos/270756/pexels-photo-270756.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/mountains-and-trees-270756/,,mountains pixabay mountains and trees 270756,mountain pixabay mountain tree
355465,https://www.pexels.com/photo/black-mountains-under-the-stars-at-nighttime-355465/,https://images.pexels.com/photos/355465/pexels-photo-355465.jpeg?auto=compress&cs=tinysrgb&h=350,Pixabay,mountains,black mountains under the stars at nighttime 355465,mountains Pixabay black mountains under the stars at nighttime 355465,mountains pixabay black mountains under the stars at nighttime 355465 https://images.pexels.com/photos/355465/pexels-photo-355465.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/black-mountains-under-the-stars-at-nighttime-355465/,,mountains pixabay black mountains under the stars at nighttime 355465,mountain pixabay black mountain star nighttim
2387876,https://www.pexels.com/photo/person-standing-on-edge-of-cliff-overlooking-lake-below-2387876/,https://images.pexels.com/photos/2387876/pexels-photo-2387876.jpeg?auto=compress&cs=tinysrgb&h=350,Sam Kolder,mountains,person standing on edge of cliff overlooking lake below 2387876,mountains Sam Kolder person standing on edge of cliff overlooking lake below 2387876,mountains sam kolder person standing on edge of cliff overlooking lake below 2387876 https://images.pexels.com/photos/2387876/pexels-photo-2387876.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/person-standing-on-edge-of-cliff-overlooking-lake-below-2387876/,,mountains sam kolder person standing on edge of cliff overlooking lake below 2387876,mountain sam kolder person stand edg cliff overlook lake
640781,https://www.pexels.com/photo/photo-of-mountain-with-ice-covered-with-black-and-gray-cloud-640781/,https://images.pexels.com/photos/640781/pexels-photo-640781.jpeg?auto=compress&cs=tinysrgb&h=350,eberhard grossgasteiger,mountains,photo of mountain with ice covered with black and gray cloud 640781,mountains eberhard grossgasteiger photo of mountain with ice covered with black and gray cloud 640781,mountains eberhard grossgasteiger photo of mountain with ice covered with black and gray cloud 640781 https://images.pexels.com/photos/640781/pexels-photo-640781.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/photo-of-mountain-with-ice-covered-with-black-and-gray-cloud-640781/,,mountains eberhard grossgasteiger photo of mountain with ice covered with black and gray cloud 640781,mountain eberhard grossgasteig photo mountain ice cover black gray cloud
640947,https://www.pexels.com/photo/white-and-black-mountain-640947/,https://images.pexels.com/photos/640947/pexels-photo-640947.jpeg?auto=compress&cs=tinysrgb&h=350,eberhard grossgasteiger,mountains,white and black mountain 640947,mountains eberhard grossgasteiger white and black mountain 640947,mountains eberhard grossgasteiger white and black mountain 640947 https://images.pexels.com/photos/640947/pexels-photo-640947.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/white-and-black-mountain-640947/,,mountains eberhard grossgasteiger white and black mountain 640947,mountain eberhard grossgasteig white black mountain
1022411,https://www.pexels.com/photo/photo-of-mountains-near-body-of-water-1022411/,https://images.pexels.com/photos/1022411/pexels-photo-1022411.jpeg?auto=compress&cs=tinysrgb&h=350,Tyler Lastovich,mountains,photo of mountains near body of water 1022411,mountains Tyler Lastovich photo of mountains near body of water 1022411,mountains tyler lastovich photo of mountains near body of water 1022411 https://images.pexels.com/photos/1022411/pexels-photo-1022411.jpeg?auto=compress&cs=tinysrgb&h=350 https://www.pexels.com/photo/photo-of-mountains-near-body-of-water-1022411/,,mountains tyler lastovich photo of mountains near body of water 1022411,mountain tyler lastovich photo mountain near bodi water
